node,sf,time
35.0,8.0,1134748.9649279779
38.0,7.0,1134856.7599842697
65.0,7.0,1134867.8446407376
2.0,7.0,1134896.8648133958
65.0,7.0,1135027.9198374695
36.0,7.0,1135028.5164459033
78.0,8.0,1134983.3295727146
56.0,7.0,1135592.7570833138
38.0,7.0,1135682.8425681745
25.0,9.0,1135622.2861447835
27.0,10.0,1135559.688892224
1.0,8.0,1135957.7587784338
74.0,7.0,1136097.8347240903
8.0,7.0,1136185.89712731
70.0,7.0,1136212.6986997507
95.0,7.0,1136231.939006649
19.0,11.0,1135599.6903855286
22.0,8.0,1136516.2075850246
78.0,8.0,1136669.0567372893
87.0,7.0,1136817.1653650613
86.0,8.0,1136788.4725567312
16.0,7.0,1136867.6019762286
99.0,12.0,1135298.1054866444
93.0,8.0,1136919.4813905486
17.0,8.0,1137001.867150154
61.0,8.0,1137143.5073739637
50.0,7.0,1137373.1675367816
71.0,8.0,1137323.8536712793
81.0,9.0,1137221.5098239991
0.0,8.0,1137461.813004894
59.0,10.0,1137194.2384160229
91.0,7.0,1137782.7461219907
88.0,9.0,1137687.2707260947
17.0,8.0,1138134.4031070084
7.0,9.0,1138270.6161077477
38.0,7.0,1138562.6267573803
65.0,7.0,1138736.9686778241
77.0,7.0,1138741.932330155
38.0,7.0,1138898.766229764
64.0,8.0,1139015.649220504
15.0,7.0,1139093.4708141603
34.0,8.0,1139138.097192422
29.0,9.0,1139410.6190201698
1.0,8.0,1139546.0516217323
52.0,7.0,1139855.936118983
12.0,9.0,1139727.5583910178
26.0,7.0,1139953.268183637
78.0,8.0,1139956.4367700382
88.0,9.0,1139884.204804749
72.0,9.0,1139978.3534348977
81.0,9.0,1140673.912610841
44.0,10.0,1140717.639271213
46.0,9.0,1141055.8834340728
89.0,9.0,1141071.2455475777
74.0,7.0,1141656.2925648142
43.0,11.0,1140831.6611347818
22.0,8.0,1141775.9802337422
54.0,8.0,1141816.6788672402
13.0,8.0,1141998.7768918027
60.0,7.0,1142165.5895963921
97.0,8.0,1142190.923779518
34.0,8.0,1142289.337563998
67.0,9.0,1142252.9956462195
28.0,7.0,1142422.6186803605
38.0,7.0,1142720.9907876148
53.0,7.0,1142778.2145930259
15.0,7.0,1142919.6427597988
8.0,7.0,1143046.6274429297
17.0,8.0,1143035.8959183272
20.0,7.0,1143127.3229904466
49.0,8.0,1143479.3517887124
7.0,9.0,1143503.6544580073
60.0,7.0,1143708.8061214702
22.0,8.0,1143721.229878252
72.0,9.0,1143739.6606386092
97.0,8.0,1143873.5022885858
59.0,10.0,1143520.5113204033
88.0,9.0,1143938.3406598642
57.0,7.0,1144152.879479925
15.0,7.0,1144186.7608362155
21.0,11.0,1143333.1103072562
83.0,9.0,1144087.62242936
34.0,8.0,1144234.560083088
11.0,7.0,1144302.2742758854
53.0,7.0,1144473.0448036345
57.0,7.0,1144551.227628113
30.0,7.0,1144672.971715941
62.0,10.0,1144605.6548738282
56.0,7.0,1145169.0369975308
0.0,8.0,1145123.3698415644
45.0,8.0,1145218.5315050848
32.0,8.0,1145269.248887437
73.0,8.0,1145272.3132988277
66.0,7.0,1145762.99355789
51.0,7.0,1146123.4937053144
88.0,9.0,1146079.4511369017
2.0,7.0,1146253.5047076128
71.0,8.0,1146219.5927337552
83.0,9.0,1146220.3532392452
1.0,8.0,1146491.6079481307
24.0,7.0,1146729.221777059
87.0,7.0,1146767.720753777
46.0,9.0,1146605.9629363106
43.0,11.0,1145914.2712936446
2.0,7.0,1146999.8884964
28.0,7.0,1147099.655165012
14.0,7.0,1147140.1207609896
5.0,8.0,1147355.8155619071
9.0,10.0,1147174.0197532235
38.0,7.0,1147653.4149137991
40.0,7.0,1147673.9199847493
89.0,9.0,1147879.2543871244
27.0,10.0,1147675.6483433302
43.0,11.0,1147313.668596173
47.0,7.0,1148530.3742725453
28.0,7.0,1148770.2882074614
78.0,8.0,1148811.8113653269
29.0,9.0,1148853.2538681782
3.0,10.0,1148687.7369779504
30.0,7.0,1149353.3651139105
82.0,7.0,1149538.9748641525
61.0,8.0,1149536.5912368675
43.0,11.0,1148737.6670667855
16.0,7.0,1149841.1196067156
67.0,9.0,1149694.2822430558
6.0,9.0,1149963.4305387903
86.0,8.0,1150079.222898499
25.0,9.0,1150052.4656739754
78.0,8.0,1150273.1359591372
29.0,9.0,1150350.5791191454
32.0,8.0,1150683.5356419196
26.0,7.0,1150897.9403376055
91.0,7.0,1151298.0615509592
67.0,9.0,1151145.237431802
36.0,7.0,1151342.5456351703
91.0,7.0,1151379.7176103496
88.0,9.0,1151321.8661280335
38.0,7.0,1151782.3108945463
40.0,7.0,1151812.6951027557
67.0,9.0,1151789.285411989
0.0,8.0,1151951.9165284499
64.0,8.0,1152103.0689736463
48.0,7.0,1152362.1181024238
34.0,8.0,1152466.6938422448
76.0,9.0,1152464.214871616
40.0,7.0,1152694.1828488049
57.0,7.0,1152723.6800356046
92.0,7.0,1152773.5314081137
9.0,10.0,1152549.1801734348
33.0,7.0,1152978.0509477886
34.0,8.0,1153099.811395143
42.0,7.0,1153495.5252830926
70.0,7.0,1153710.5996875048
82.0,7.0,1153909.257265688
72.0,9.0,1153810.311915378
74.0,7.0,1154215.5839043858
84.0,7.0,1154229.29980501
16.0,7.0,1154303.0500454572
95.0,7.0,1154316.029051723
70.0,7.0,1154404.6026435213
57.0,7.0,1154626.1657761016
97.0,8.0,1154599.4578939334
49.0,8.0,1154727.2635150212
2.0,7.0,1154889.2899523347
70.0,7.0,1155000.8964649804
32.0,8.0,1154943.7471507809
70.0,7.0,1155122.3299933192
22.0,8.0,1155169.2631349238
4.0,8.0,1155300.462767577
2.0,7.0,1155475.2889335458
62.0,10.0,1155061.9892682564
4.0,8.0,1155523.6733411232
12.0,9.0,1155465.9882456795
14.0,7.0,1155690.2277694454
64.0,8.0,1155726.6619609164
92.0,7.0,1155842.735920974
6.0,9.0,1155679.264035288
91.0,7.0,1155920.7882909507
78.0,8.0,1156045.1274339613
68.0,8.0,1156046.9610361385
35.0,8.0,1156083.487132118
19.0,11.0,1155422.3606090506
26.0,7.0,1156436.467094582
76.0,9.0,1156322.5130099754
42.0,7.0,1156788.615588065
44.0,10.0,1156399.8298361287
20.0,7.0,1156850.758915783
49.0,8.0,1156909.103672121
89.0,9.0,1157017.3145323754
96.0,7.0,1157316.8756411097
36.0,7.0,1157408.940571892
96.0,7.0,1157570.4305206821
30.0,7.0,1157643.2229550201
40.0,7.0,1157698.29273461
73.0,8.0,1157672.4953215346
66.0,7.0,1157764.2777694946
7.0,9.0,1157634.522140983
49.0,8.0,1157952.940032757
79.0,11.0,1157472.1385001538
95.0,7.0,1158410.1304700214
42.0,7.0,1158655.0578179413
23.0,7.0,1158787.847083892
4.0,8.0,1159006.3663862788
77.0,7.0,1159091.4612785662
37.0,7.0,1159141.0564349242
90.0,7.0,1159147.3802328578
55.0,7.0,1159342.9165694097
21.0,11.0,1158446.1666699112
34.0,8.0,1159328.9442702502
24.0,7.0,1159452.3396161147
19.0,11.0,1158643.749466443
98.0,8.0,1159649.5442264834
85.0,7.0,1159721.036437418
25.0,9.0,1159571.5413851142
28.0,7.0,1159818.3895610922
45.0,8.0,1159781.0079757858
73.0,8.0,1159781.89660738
78.0,8.0,1159869.6041188193
30.0,7.0,1159959.4961261696
24.0,7.0,1159971.8727287953
77.0,7.0,1159974.465672477
42.0,7.0,1160092.5453551512
1.0,8.0,1160049.1665194286
56.0,7.0,1160307.9160674866
38.0,7.0,1160458.0948450593
87.0,7.0,1160568.808205064
45.0,8.0,1160608.3815247356
95.0,7.0,1160749.5255739347
0.0,8.0,1160781.809107624
42.0,7.0,1160849.8714308285
84.0,7.0,1160940.6317242782
76.0,9.0,1160778.6051973384
3.0,10.0,1160655.5895660184
95.0,7.0,1161196.1436444777
69.0,7.0,1161268.4860720728
92.0,7.0,1161518.2636189277
71.0,8.0,1161504.5880385991
47.0,7.0,1161671.0453355224
30.0,7.0,1161829.0351453891
18.0,9.0,1161702.858606902
68.0,8.0,1161850.4527586678
30.0,7.0,1162015.9089324442
46.0,9.0,1161938.4214009175
77.0,7.0,1162198.2236018677
55.0,7.0,1162291.768863124
6.0,9.0,1162148.1969670644
71.0,8.0,1162324.0679419257
8.0,7.0,1162401.5335350458
72.0,9.0,1162414.5482462752
80.0,7.0,1162597.436381415
40.0,7.0,1162609.8955477388
74.0,7.0,1162665.943177316
35.0,8.0,1162609.6007247167
83.0,9.0,1162531.480564132
77.0,7.0,1162706.4329655205
65.0,7.0,1162880.8363472726
77.0,7.0,1162894.4697923816
24.0,7.0,1162990.126338699
4.0,8.0,1162951.371353531
71.0,8.0,1162986.2408747552
80.0,7.0,1163060.0273543287
13.0,8.0,1163001.3655387417
41.0,7.0,1163105.217331676
82.0,7.0,1163225.863943097
79.0,11.0,1162579.8865586761
20.0,7.0,1163653.7170366987
94.0,8.0,1163682.5711194207
27.0,10.0,1163333.2616831358
95.0,7.0,1163756.0817688226
22.0,8.0,1163704.6495569581
60.0,7.0,1163819.4414186995
99.0,12.0,1162297.6169929577
2.0,7.0,1164038.7343094246
81.0,9.0,1164000.6675796441
42.0,7.0,1164485.2530565937
52.0,7.0,1164524.7910630857
89.0,9.0,1164405.087391263
69.0,7.0,1164633.3069845506
85.0,7.0,1164679.6440142873
28.0,7.0,1164856.504730504
42.0,7.0,1164932.3144580275
97.0,8.0,1165096.6410714434
28.0,7.0,1165245.7868243589
41.0,7.0,1165297.5099840066
74.0,7.0,1165602.0511952057
9.0,10.0,1165311.7949638343
21.0,11.0,1164832.827378588
32.0,8.0,1165851.0207210395
6.0,9.0,1165991.612223129
49.0,8.0,1166200.4775853755
75.0,7.0,1166506.7946608178
63.0,8.0,1166471.4676650153
98.0,8.0,1166654.0827501335
49.0,8.0,1166753.4326615948
40.0,7.0,1166868.5462757451
65.0,7.0,1167115.5142704695
11.0,7.0,1167155.7682113068
67.0,9.0,1167005.7365193854
21.0,11.0,1166535.7288885827
62.0,10.0,1167121.1148425802
94.0,8.0,1167504.5616634216
4.0,8.0,1167512.7197069703
99.0,12.0,1165952.29700557
88.0,9.0,1167660.8910758742
39.0,10.0,1167498.8701677
84.0,7.0,1167958.026264359
46.0,9.0,1167790.6149202911
17.0,8.0,1168223.5901049494
97.0,8.0,1168270.226429719
88.0,9.0,1168164.0412704642
92.0,7.0,1168424.003713242
89.0,9.0,1168472.1890474271
93.0,8.0,1168689.4800480958
27.0,10.0,1168501.7151457642
12.0,9.0,1168826.551369239
26.0,7.0,1169100.9756961158
34.0,8.0,1169198.451599373
45.0,8.0,1169295.4006714157
51.0,7.0,1169428.3339227126
63.0,8.0,1169419.3365934368
79.0,11.0,1168586.4506127976
56.0,7.0,1169499.7606011976
87.0,7.0,1169648.072581726
78.0,8.0,1169630.5726721098
10.0,12.0,1168059.4037715553
14.0,7.0,1169901.7524122717
99.0,12.0,1168269.1686890658
38.0,7.0,1169910.0616861582
29.0,9.0,1169784.966607158
84.0,7.0,1169977.354917597
93.0,8.0,1170209.7732295904
70.0,7.0,1170342.5003697262
33.0,7.0,1170577.3950492267
79.0,11.0,1169714.9254592066
93.0,8.0,1170655.3415722735
46.0,9.0,1170671.0212409296
58.0,7.0,1171095.643755752
5.0,8.0,1171046.0529301309
27.0,10.0,1170864.3721689763
35.0,8.0,1171253.7039925668
62.0,10.0,1171007.7607656037
76.0,9.0,1171543.2551053478
80.0,7.0,1171776.6259949645
43.0,11.0,1170944.0697429264
70.0,7.0,1171996.2639216967
22.0,8.0,1171966.990627401
31.0,8.0,1172092.7661645762
52.0,7.0,1172293.5509762391
63.0,8.0,1172377.2538232547
87.0,7.0,1173065.25828848
99.0,12.0,1171438.6925381212
20.0,7.0,1173085.9247421501
19.0,11.0,1172248.3768833946
39.0,10.0,1172830.4169183427
35.0,8.0,1173198.6259388279
65.0,7.0,1173299.0436090485
43.0,11.0,1172471.3042162943
54.0,8.0,1173351.4955737048
40.0,7.0,1173440.0742218043
94.0,8.0,1173418.0978733245
50.0,7.0,1173492.8325718527
47.0,7.0,1173683.8821473478
28.0,7.0,1173685.2188501926
9.0,10.0,1173317.56298289
85.0,7.0,1173757.9363234108
91.0,7.0,1173868.6860701148
59.0,10.0,1173462.4896982007
81.0,9.0,1173911.5081553296
95.0,7.0,1174386.2520719527
72.0,9.0,1174237.901915727
70.0,7.0,1174521.7292839843
63.0,8.0,1174519.6558792207
49.0,8.0,1174842.141045246
50.0,7.0,1174983.8426470987
46.0,9.0,1174982.842854943
20.0,7.0,1175177.0861876495
25.0,9.0,1175033.488420578
67.0,9.0,1175044.4106922955
82.0,7.0,1175350.2867138796
90.0,7.0,1175411.1648982419
48.0,7.0,1175540.1613205532
85.0,7.0,1175640.1697982948
11.0,7.0,1175699.9190871706
31.0,8.0,1175771.5380138874
89.0,9.0,1175732.5265504767
83.0,9.0,1175891.054779472
20.0,7.0,1176155.5655704392
28.0,7.0,1176439.020507702
9.0,10.0,1176411.9062708698
63.0,8.0,1176893.517252725
38.0,7.0,1177122.7859254035
52.0,7.0,1177163.301792112
28.0,7.0,1177164.4284838175
9.0,10.0,1176913.1664861145
17.0,8.0,1177709.1734391195
47.0,7.0,1178038.5638841507
0.0,8.0,1178146.6224468371
24.0,7.0,1178256.6033128693
25.0,9.0,1178136.1458298175
92.0,7.0,1178333.169047534
6.0,9.0,1178237.952213418
83.0,9.0,1178535.308856711
98.0,8.0,1178741.296532227
20.0,7.0,1178949.612128901
27.0,10.0,1178889.9646942678
59.0,10.0,1178919.9319026142
91.0,7.0,1180241.0867304164
77.0,7.0,1180422.9016718324
43.0,11.0,1179635.92673043
61.0,8.0,1180498.90467852
44.0,10.0,1180185.4082364182
21.0,11.0,1179764.1411606527
65.0,7.0,1180771.9553620773
82.0,7.0,1181388.3357865463
6.0,9.0,1181341.6752837317
1.0,8.0,1181453.3119774556
90.0,7.0,1181566.5595828819
10.0,12.0,1180138.246680746
82.0,7.0,1182363.2884776173
5.0,8.0,1182382.7277256206
61.0,8.0,1182394.2038729568
67.0,9.0,1182634.134740249
90.0,7.0,1182862.462444232
65.0,7.0,1183057.4736868576
49.0,8.0,1183224.7257814757
64.0,8.0,1183385.004963009
2.0,7.0,1183787.5126691652
57.0,7.0,1183898.2268115743
75.0,7.0,1183977.0560738447
66.0,7.0,1184182.3415104127
27.0,10.0,1183927.1357865746
36.0,7.0,1184431.3234896415
42.0,7.0,1184826.7247913694
3.0,10.0,1184730.8809699034
86.0,8.0,1185100.691483591
74.0,7.0,1185328.2795562267
44.0,10.0,1184947.0038664625
77.0,7.0,1185436.0607353603
98.0,8.0,1185509.2634299018
55.0,7.0,1185571.3233547346
1.0,8.0,1185566.7111837335
35.0,8.0,1185626.1435089502
85.0,7.0,1185774.4159683657
54.0,8.0,1185734.716455146
51.0,7.0,1185948.180459436
96.0,7.0,1185957.7086982022
79.0,11.0,1185454.071234793
46.0,9.0,1186388.5825253227
25.0,9.0,1186500.9718665842
71.0,8.0,1187316.8408711883
58.0,7.0,1187551.444443864
59.0,10.0,1187222.8818751834
1.0,8.0,1187601.5834520198
13.0,8.0,1187825.0225917955
92.0,7.0,1187889.0989291095
73.0,8.0,1187993.0588576396
31.0,8.0,1188082.727095979
5.0,8.0,1188092.580679475
93.0,8.0,1188128.916463256
26.0,7.0,1188969.8903305354
6.0,9.0,1188809.8287044435
64.0,8.0,1188949.0879190771
56.0,7.0,1189083.5000363332
56.0,7.0,1189304.7979274194
95.0,7.0,1189364.2415889027
2.0,7.0,1189713.2772444813
14.0,7.0,1189758.4902696204
34.0,8.0,1189732.886783469
48.0,7.0,1189928.7094772034
58.0,7.0,1189993.392324688
51.0,7.0,1190107.9755508488
30.0,7.0,1190202.0293575479
60.0,7.0,1190280.0813762213
63.0,8.0,1190238.2122897885
25.0,9.0,1190176.2234556458
93.0,8.0,1190349.1021179478
0.0,8.0,1190394.4728172412
88.0,9.0,1190383.2977647705
18.0,9.0,1190667.4710384507
35.0,8.0,1190824.5236946137
88.0,9.0,1190968.3691836225
7.0,9.0,1191002.5385653323
67.0,9.0,1191098.4521258366
34.0,8.0,1191232.2317055024
7.0,9.0,1191373.2042331928
44.0,10.0,1191233.912843091
5.0,8.0,1191623.3373723072
99.0,12.0,1190114.7160708092
80.0,7.0,1191800.4323501594
1.0,8.0,1191868.0612827674
98.0,8.0,1191904.1515048253
86.0,8.0,1191982.7157740092
94.0,8.0,1192440.503975508
61.0,8.0,1192442.9543151897
68.0,8.0,1192653.9019045606
95.0,7.0,1192733.02827899
63.0,8.0,1192880.9470464597
11.0,7.0,1193024.576980474
0.0,8.0,1193162.6968186514
96.0,7.0,1193286.5662124155
40.0,7.0,1193604.9216176118
69.0,7.0,1193953.0080109902
4.0,8.0,1193902.0087265663
47.0,7.0,1193975.861184625
12.0,9.0,1193898.6228121382
4.0,8.0,1194202.4626768993
62.0,10.0,1193888.260508133
20.0,7.0,1194515.615424074
76.0,9.0,1194387.8598948729
16.0,7.0,1194605.6169962035
46.0,9.0,1194529.7656048986
67.0,9.0,1194543.4544762664
43.0,11.0,1194125.860765977
77.0,7.0,1195121.2146222861
70.0,7.0,1195212.3911425665
72.0,9.0,1195060.493741451
70.0,7.0,1195520.9781571927
92.0,7.0,1195661.9414141688
47.0,7.0,1195755.5567608406
52.0,7.0,1195777.9345579788
40.0,7.0,1196205.1781145993
38.0,7.0,1196205.4641885948
52.0,7.0,1196266.5164807735
13.0,8.0,1196208.1003305689
50.0,7.0,1196275.4780859668
25.0,9.0,1196171.509633749
4.0,8.0,1196469.5620793123
27.0,10.0,1196337.8118821618
25.0,9.0,1196786.2683923338
39.0,10.0,1196696.665710018
47.0,7.0,1197118.3478408565
15.0,7.0,1197167.6500526874
67.0,9.0,1197317.8058175193
84.0,7.0,1197607.631758162
45.0,8.0,1197713.2850935436
16.0,7.0,1198197.6058531424
75.0,7.0,1198299.7927517113
0.0,8.0,1198372.6997428057
63.0,8.0,1198379.5045718781
86.0,8.0,1198781.7356732895
21.0,11.0,1197971.3315932737
15.0,7.0,1198943.062618745
83.0,9.0,1198820.092156034
2.0,7.0,1199123.498672372
38.0,7.0,1199176.5624374244
38.0,7.0,1199578.1894552845
58.0,7.0,1199579.0310160136
54.0,8.0,1199617.8294995392
53.0,7.0,1199744.1104553815
82.0,7.0,1199780.0724160844
73.0,8.0,1199749.122220322
73.0,8.0,1200128.1823798434
62.0,10.0,1199880.2101086425
12.0,9.0,1200152.0832187366
78.0,8.0,1200337.3775136175
30.0,7.0,1200414.5542887817
10.0,12.0,1198829.8522798698
39.0,10.0,1200077.4567634074
44.0,10.0,1200079.949408339
58.0,7.0,1200758.9605060804
95.0,7.0,1200799.9711197757
35.0,8.0,1201036.6488133364
40.0,7.0,1201213.071177806
32.0,8.0,1201204.8589799087
22.0,8.0,1201459.6086086712
11.0,7.0,1201554.2566079008
56.0,7.0,1201631.4423261588
2.0,7.0,1201708.4588739073
1.0,8.0,1201758.353902113
22.0,8.0,1201802.640683398
49.0,8.0,1202013.6681531798
37.0,7.0,1202104.8192337926
39.0,10.0,1202133.980444589
30.0,7.0,1202635.7196231189
61.0,8.0,1202654.905903948
64.0,8.0,1202897.1296026406
84.0,7.0,1203019.897571862
36.0,7.0,1203051.2443650942
73.0,8.0,1203115.634608709
80.0,7.0,1203198.608476015
46.0,9.0,1203150.0589283216
85.0,7.0,1203337.9555621815
70.0,7.0,1203371.8301462287
17.0,8.0,1203403.8818284418
2.0,7.0,1204060.2412439215
50.0,7.0,1204249.9307047664
28.0,7.0,1204530.2843546555
46.0,9.0,1204421.4723283856
64.0,8.0,1204614.3213602398
41.0,7.0,1204676.1423817254
0.0,8.0,1204624.872057615
60.0,7.0,1204783.7195775746
56.0,7.0,1204875.9753909542
43.0,11.0,1204100.0012751957
68.0,8.0,1204975.4504953688
65.0,7.0,1205170.6753340943
59.0,10.0,1204771.3021956927
30.0,7.0,1205250.1269581767
44.0,10.0,1204847.8819901035
34.0,8.0,1205639.7913575338
46.0,9.0,1205708.5929500456
2.0,7.0,1205994.5673554519
6.0,9.0,1205970.74658556
86.0,8.0,1206441.4257626426
15.0,7.0,1206668.338434415
7.0,9.0,1206592.7745565064
50.0,7.0,1206826.8758087703
67.0,9.0,1206725.1673644506
26.0,7.0,1206917.944290496
23.0,7.0,1207272.3378780233
84.0,7.0,1207292.6105589778
61.0,8.0,1207551.115529882
9.0,10.0,1207212.7721710815
52.0,7.0,1207990.1142878626
32.0,8.0,1208016.384599717
37.0,7.0,1208229.3606529853
10.0,12.0,1206629.3790355409
64.0,8.0,1208240.8243100145
56.0,7.0,1208998.8676803198
28.0,7.0,1209081.3789178932
75.0,7.0,1209224.0663888315
84.0,7.0,1209290.115098631
95.0,7.0,1209607.69920826
39.0,10.0,1209304.2583757825
63.0,8.0,1209692.5142663936
70.0,7.0,1209757.705915947
90.0,7.0,1209818.1693143386
38.0,7.0,1210179.2133783263
62.0,10.0,1209875.5346103692
51.0,7.0,1210300.0194800966
93.0,8.0,1210630.8382381662
70.0,7.0,1211083.31752355
59.0,10.0,1210684.1896057858
42.0,7.0,1211215.6879616575
58.0,7.0,1211371.396723598
66.0,7.0,1211398.807606738
52.0,7.0,1211554.1224082306
19.0,11.0,1211200.7945973962
20.0,7.0,1212159.9237801367
44.0,10.0,1211836.6517812978
59.0,10.0,1211965.8505885305
62.0,10.0,1212005.7814203035
91.0,7.0,1212474.359522231
79.0,11.0,1211866.7396741018
8.0,7.0,1213011.733292383
13.0,8.0,1213245.8661856535
24.0,7.0,1213310.9696988123
31.0,8.0,1213630.7569057315
57.0,7.0,1213771.3104441725
83.0,9.0,1213647.7381564353
92.0,7.0,1213841.3848254955
47.0,7.0,1213881.1154268065
9.0,10.0,1213540.4284514212
66.0,7.0,1213991.964575965
67.0,9.0,1213878.1633246576
62.0,10.0,1213764.5057065035
24.0,7.0,1214381.0226467932
55.0,7.0,1214596.8227799952
12.0,9.0,1214506.4651243843
79.0,11.0,1214073.3616824886
95.0,7.0,1215153.0849940924
59.0,10.0,1214739.4219827934
91.0,7.0,1215212.2521212923
28.0,7.0,1215227.612111678
30.0,7.0,1215348.8000600159
35.0,8.0,1215705.2016563918
79.0,11.0,1215076.617729386
38.0,7.0,1216003.4966457738
31.0,8.0,1215991.9133988419
5.0,8.0,1216181.3148530398
69.0,7.0,1216578.3742356661
86.0,8.0,1216670.2574856419
6.0,9.0,1216804.3365542158
67.0,9.0,1216839.583388029
58.0,7.0,1217123.5187504645
8.0,7.0,1217197.9130765086
26.0,7.0,1217215.904122001
72.0,9.0,1217224.2086189769
43.0,11.0,1216560.2150546599
17.0,8.0,1217437.1660173412
9.0,10.0,1217136.0241453163
49.0,8.0,1217546.7822020436
41.0,7.0,1217630.762871837
46.0,9.0,1217576.709788194
15.0,7.0,1217763.6143304377
32.0,8.0,1217726.06968013
95.0,7.0,1217795.4677451912
69.0,7.0,1217993.0135773139
54.0,8.0,1218177.6117430711
72.0,9.0,1218276.3893337848
92.0,7.0,1218472.0664538622
26.0,7.0,1218681.4547885768
0.0,8.0,1218625.1715126997
34.0,8.0,1218772.8149741848
89.0,9.0,1219037.641990655
40.0,7.0,1219351.5926655247
25.0,9.0,1219247.9044385008
81.0,9.0,1219258.0458833107
88.0,9.0,1219361.7269341412
83.0,9.0,1219409.7707985323
77.0,7.0,1219655.5994113113
46.0,9.0,1219554.9222827537
74.0,7.0,1219801.4744730787
30.0,7.0,1220128.1769018627
73.0,8.0,1220163.7698852327
93.0,8.0,1220274.7505520857
34.0,8.0,1220481.0301678781
84.0,7.0,1220579.4747041666
37.0,7.0,1221036.150519265
46.0,9.0,1221120.8064876029
97.0,8.0,1221251.8990963579
34.0,8.0,1221401.9386220647
84.0,7.0,1221590.5131686511
68.0,8.0,1221742.4930154795
49.0,8.0,1221758.752133976
58.0,7.0,1221906.9493456788
63.0,8.0,1221991.4287812938
97.0,8.0,1222007.1101901007
91.0,7.0,1222284.1014662005
96.0,7.0,1222322.4450941943
92.0,7.0,1222508.6936971415
56.0,7.0,1222673.942208008
71.0,8.0,1222832.0212735836
27.0,10.0,1222562.5523231032
61.0,8.0,1223218.2147541917
99.0,12.0,1221890.8081211192
14.0,7.0,1223749.6890760625
28.0,7.0,1224100.855218602
53.0,7.0,1224102.8900143362
33.0,7.0,1224246.1387973838
4.0,8.0,1224290.5910997454
76.0,9.0,1224195.7989552827
73.0,8.0,1224351.1604023697
84.0,7.0,1224511.0481781035
18.0,9.0,1224392.901295607
60.0,7.0,1224563.0295315774
17.0,8.0,1224627.671689177
43.0,11.0,1223956.2530585392
45.0,8.0,1225205.5897571875
11.0,7.0,1225294.0094979275
36.0,7.0,1225363.4691072654
38.0,7.0,1225560.9303716563
50.0,7.0,1225754.6910122677
62.0,10.0,1225345.5559140032
8.0,7.0,1225952.3569482293
45.0,8.0,1226073.295216222
84.0,7.0,1226152.7327716367
8.0,7.0,1226293.2912876674
42.0,7.0,1226351.0619971084
47.0,7.0,1226744.8409913129
57.0,7.0,1226829.192082185
40.0,7.0,1226907.915101125
17.0,8.0,1226851.9190218656
93.0,8.0,1227013.7901451243
52.0,7.0,1227097.483466578
49.0,8.0,1227209.2965381036
21.0,11.0,1226574.8103614612
64.0,8.0,1227452.6259415774
23.0,7.0,1227545.8549996978
12.0,9.0,1227387.0184131
77.0,7.0,1227666.1774171672
36.0,7.0,1227928.8502876963
70.0,7.0,1227940.2194207218
39.0,10.0,1227559.2871088106
90.0,7.0,1228058.3442503435
84.0,7.0,1228182.5608795981
83.0,9.0,1228032.4095895484
67.0,9.0,1228074.8100321153
45.0,8.0,1228378.5682858163
0.0,8.0,1228386.236991984
26.0,7.0,1228635.2063936766
5.0,8.0,1228621.5983751933
85.0,7.0,1228762.950937977
12.0,9.0,1228607.4260869313
14.0,7.0,1228814.4903419008
28.0,7.0,1228848.0224439418
66.0,7.0,1228856.8966440223
76.0,9.0,1228703.484397235
70.0,7.0,1229229.7393749675
79.0,11.0,1228431.7611817208
92.0,7.0,1229463.238058018
66.0,7.0,1229466.670579516
32.0,8.0,1229445.2372075636
65.0,7.0,1229526.109692969
53.0,7.0,1229546.8492637107
29.0,9.0,1229474.714026244
64.0,8.0,1229617.8683127062
86.0,8.0,1229840.592763311
8.0,7.0,1229952.1568802204
17.0,8.0,1230082.6946790223
73.0,8.0,1230187.3144371763
50.0,7.0,1230531.3769173927
60.0,7.0,1230712.4624487378
50.0,7.0,1231044.867158243
60.0,7.0,1231059.4324661554
2.0,7.0,1231079.5680109537
36.0,7.0,1231269.9884658959
15.0,7.0,1231303.678185089
67.0,9.0,1231142.0861332777
4.0,8.0,1231288.3825647533
31.0,8.0,1231418.1602287
18.0,9.0,1231584.154320043
98.0,8.0,1231720.426691038
65.0,7.0,1231922.8321540488
37.0,7.0,1231981.4383128264
81.0,9.0,1231938.52586133
99.0,12.0,1230474.4552497256
74.0,7.0,1232486.7240799617
74.0,7.0,1232662.4752636894
38.0,7.0,1232751.3464777407
61.0,8.0,1232983.4920651892
17.0,8.0,1233143.1567755667
36.0,7.0,1233295.1678973867
45.0,8.0,1233307.552239945
83.0,9.0,1233259.1217202134
72.0,9.0,1233304.1498881953
95.0,7.0,1233723.9470907543
12.0,9.0,1233610.7049198307
72.0,9.0,1233688.722052765
34.0,8.0,1234087.4967575036
6.0,9.0,1234064.7437043448
94.0,8.0,1234258.4401582368
10.0,12.0,1232736.6923573727
86.0,8.0,1234322.042013613
35.0,8.0,1234466.5555601162
81.0,9.0,1234455.1427609357
70.0,7.0,1234810.1924214002
19.0,11.0,1233902.3939781196
5.0,8.0,1234915.6476565422
21.0,11.0,1234076.686865388
41.0,7.0,1235039.1705870617
95.0,7.0,1235103.1276648166
42.0,7.0,1235443.9386508667
37.0,7.0,1235881.4049158634
